id,name,content,timestamp
206964251938652172,Unbid#4315,"Oh look, it's We Bare Bears",2020-02-10T11:24:28.142000+00:00
365339110413565962,Tabolao#0880,"Here in Chile lives a bug in the desert named vinchuca, this bug Is know to be the host of a virus called ""Mal de Chagas"". The desert is also the hábitat of a kind of armadillo, the Quirquincho, one of the affected by the disease of Chagas",2020-02-12T01:31:06.227000+00:00
365339110413565962,Tabolao#0880,"It just a coincidence? Or not?",2020-02-12T20:51:13.867000+00:00
359603827835666442,"𝖊𝖔𝖘#7334","ah btw were in the wrong channel, <#558963205100142602>",2020-01-25T14:18:40.937000+00:00
206964251938652172,Unbid#4315,"Oh look, it's We Bare Bears",2020-02-10T11:24:28.142000+00:00
365339110413565962,Tabolao#0880,"Here in Chile lives a bug in the desert named vinchuca, this bug Is know to be the host of a virus called ""Mal de Chagas"". The desert is also the hábitat of a kind of armadillo, the Quirquincho, one of the affected by the disease of Chagas",2020-02-12T01:31:06.227000+00:00
365339110413565962,Tabolao#0880,"It just a coincidence? Or not?",2020-02-12T20:51:13.867000+00:00
359603827835666442,"𝖊𝖔𝖘#7334","who's Ms. Toot again?",2020-01-25T14:18:25.911000+00:00
359603827835666442,"𝖊𝖔𝖘#7334","ah btw were in the wrong channel, <#558963205100142602>",2020-01-25T14:18:40.937000+00:00
206964251938652172,Unbid#4315,"Oh look, it's We Bare Bears",2020-02-10T11:24:28.142000+00:00
365339110413565962,Tabolao#0880,"Here in Chile lives a bug in the desert named vinchuca, this bug Is know to be the host of a virus called ""Mal de Chagas"". The desert is also the hábitat of a kind of armadillo, the Quirquincho, one of the affected by the disease of Chagas",2020-02-12T01:31:06.227000+00:00
365339110413565962,Tabolao#0880,"It just a coincidence? Or not?",2020-02-12T20:51:13.867000+00:00
637760083593265167,CarduelisC#3630,"Ed sporting a raincoat, his basement and him being a surgeon /artist and a sheep is actually a very nice reference to NBCs Hannibal xD",2019-12-25T14:28:21.150000+00:00
557531331903356950,"EmmyTheEnvyofHumans'sfriend#3680","Now that you said that, it really is!!!",2019-12-25T15:04:02.148000+00:00
214744043697995776,Fredd8#6409,"It's like if Hannibal and Ted Bundy had a baby",2019-12-26T07:21:38.321000+00:00
547530791911948328,Ashirav#3301,"What is that huge basket on the table in front of Tsuki? I don't remember buying it...?",2020-01-19T16:29:49.445000+00:00
300094567351320576,KawaiiPotato#0826,"Okay so I found this reference, if any of you guys play or have played the game called mystic messenger, when you go to the great city in nmv or whatever it’s called the chicken looks like 707 When he draws himself",2019-12-23T06:05:55.748000+00:00
637760083593265167,CarduelisC#3630,"Ed sporting a raincoat, his basement and him being a surgeon /artist and a sheep is actually a very nice reference to NBCs Hannibal xD",2019-12-25T14:28:21.150000+00:00
557531331903356950,"EmmyTheEnvyofHumans'sfriend#3680","Now that you said that, it really is!!!",2019-12-25T15:04:02.148000+00:00
214744043697995776,Fredd8#6409,"It's like if Hannibal and Ted Bundy had a baby",2019-12-26T07:21:38.321000+00:00
392727704614731787,kiyo#5581,"to report bugs, please go to the <#558248417277640704> channel, thank you",2019-12-20T11:29:54.591000+00:00
300094567351320576,KawaiiPotato#0826,"Okay so I found this reference, if any of you guys play or have played the game called mystic messenger, when you go to the great city in nmv or whatever it’s called the chicken looks like 707 When he draws himself",2019-12-23T06:05:55.748000+00:00
637760083593265167,CarduelisC#3630,"Ed sporting a raincoat, his basement and him being a surgeon /artist and a sheep is actually a very nice reference to NBCs Hannibal xD",2019-12-25T14:28:21.150000+00:00
557531331903356950,"EmmyTheEnvyofHumans'sfriend#3680","Now that you said that, it really is!!!",2019-12-25T15:04:02.148000+00:00
214744043697995776,Fredd8#6409,"It's like if Hannibal and Ted Bundy had a baby",2019-12-26T07:21:38.321000+00:00
501184757925806080,Lotusfire#7402,"I'm having the same issue not being able to give the gift to papi",2019-12-20T10:52:29.695000+00:00
392727704614731787,kiyo#5581,"to report bugs, please go to the <#558248417277640704> channel, thank you",2019-12-20T11:29:54.591000+00:00
300094567351320576,KawaiiPotato#0826,"Okay so I found this reference, if any of you guys play or have played the game called mystic messenger, when you go to the great city in nmv or whatever it’s called the chicken looks like 707 When he draws himself",2019-12-23T06:05:55.748000+00:00
637760083593265167,CarduelisC#3630,"Ed sporting a raincoat, his basement and him being a surgeon /artist and a sheep is actually a very nice reference to NBCs Hannibal xD",2019-12-25T14:28:21.150000+00:00
557531331903356950,"EmmyTheEnvyofHumans'sfriend#3680","Now that you said that, it really is!!!",2019-12-25T15:04:02.148000+00:00
486477132332138496,DIDI#5744,:v,2019-12-20T07:48:59.063000+00:00
501184757925806080,Lotusfire#7402,"I'm having the same issue not being able to give the gift to papi",2019-12-20T10:52:29.695000+00:00
392727704614731787,kiyo#5581,"to report bugs, please go to the <#558248417277640704> channel, thank you",2019-12-20T11:29:54.591000+00:00
300094567351320576,KawaiiPotato#0826,"Okay so I found this reference, if any of you guys play or have played the game called mystic messenger, when you go to the great city in nmv or whatever it’s called the chicken looks like 707 When he draws himself",2019-12-23T06:05:55.748000+00:00
637760083593265167,CarduelisC#3630,"Ed sporting a raincoat, his basement and him being a surgeon /artist and a sheep is actually a very nice reference to NBCs Hannibal xD",2019-12-25T14:28:21.150000+00:00
641168919582736398,Lotus#0600,rude,2019-12-20T07:48:24.235000+00:00
486477132332138496,DIDI#5744,:v,2019-12-20T07:48:59.063000+00:00
501184757925806080,Lotusfire#7402,"I'm having the same issue not being able to give the gift to papi",2019-12-20T10:52:29.695000+00:00
392727704614731787,kiyo#5581,"to report bugs, please go to the <#558248417277640704> channel, thank you",2019-12-20T11:29:54.591000+00:00
300094567351320576,KawaiiPotato#0826,"Okay so I found this reference, if any of you guys play or have played the game called mystic messenger, when you go to the great city in nmv or whatever it’s called the chicken looks like 707 When he draws himself",2019-12-23T06:05:55.748000+00:00
486477132332138496,DIDI#5744,<:pepethinks:560442983888060416>,2019-12-20T07:47:46.180000+00:00
641168919582736398,Lotus#0600,rude,2019-12-20T07:48:24.235000+00:00
486477132332138496,DIDI#5744,:v,2019-12-20T07:48:59.063000+00:00
501184757925806080,Lotusfire#7402,"I'm having the same issue not being able to give the gift to papi",2019-12-20T10:52:29.695000+00:00
392727704614731787,kiyo#5581,"to report bugs, please go to the <#558248417277640704> channel, thank you",2019-12-20T11:29:54.591000+00:00
272189909492826112,Sheol#1906,"😅",2019-12-20T07:46:30.461000+00:00
486477132332138496,DIDI#5744,<:pepethinks:560442983888060416>,2019-12-20T07:47:46.180000+00:00
641168919582736398,Lotus#0600,rude,2019-12-20T07:48:24.235000+00:00
486477132332138496,DIDI#5744,:v,2019-12-20T07:48:59.063000+00:00
501184757925806080,Lotusfire#7402,"I'm having the same issue not being able to give the gift to papi",2019-12-20T10:52:29.695000+00:00
392727704614731787,kiyo#5581,OOOOOOOF,2019-12-20T07:21:38.335000+00:00
272189909492826112,Sheol#1906,"😅",2019-12-20T07:46:30.461000+00:00
486477132332138496,DIDI#5744,<:pepethinks:560442983888060416>,2019-12-20T07:47:46.180000+00:00
641168919582736398,Lotus#0600,rude,2019-12-20T07:48:24.235000+00:00
486477132332138496,DIDI#5744,:v,2019-12-20T07:48:59.063000+00:00
486477132332138496,DIDI#5744,"also can you rehire rhine because the jokes like very lame HAHAHA",2019-12-20T07:13:29.022000+00:00
